num,name,address,Latitude,Longitude,Phone 
57,응암,서울특별시 은평구 은평로 108 101호,37.599673,126.9198651,02-357-1479
56,강변역,서울특별시 광진구 강변역로4길 10,37.535315,127.0933914,02-446-0423
55,광운대역,서울특별시 노원구 광운로 57,37.622599,127.0595456,02-942-7779
54,구의,서울특별시 광진구 자양로 113 구의 현대 하이엘 103-4호,37.5378709,127.0829527,02-446-6444
53,마포구청,서울특별시 마포구 월드컵로 34길 7,37.5651479,126.9036013,02-307-6196
52,신당역,서울특별시 중구 퇴계로 388,37.5649171,127.0146702,02-2231-7088
51,수유역,서울특별시 강북구 오패산로 417,37.6375879,127.0258222,02-998-1641
50,뚝섬유원지역,"서울특별시 광진구 뚝섬로34길 67  광진트라팰리스 101호, 102호",37.5318436,127.0679682,02-467-4556
49,길음뉴타운,서울특별시 성북구 길음로 7길 6,37.6043228,127.0224543,02-918-7432
48,공덕역롯데캐슬,서울특별시 마포구 마포대로 109 롯데캐슬프레지던트,37.5448909,126.9506066,02-713-7775
47,망우,서울특별시 중랑구 용마산로115길 127 한일써너스빌리젠시 1단지,37.5974228,127.0936248,02-432-9888
46,홍대아트,서울특별시 마포구 와우산로 117 102호,37.5534558,126.9264119,02-336-0522
45,성균관대,서울특별시 종로구 성균관로 41,37.5858822,126.9960481,02-3673-0100
44,중랑역,서울특별시 중랑구 망우로 203,37.5939234,127.0749298,02-437-7300
43,한남,서울특별시 용산구 대사관로 63,37.5334324,127.0052624,02-790-2286
42,상수역,서울특별시 마포구 와우산로 44  1층,37.5482771,126.9231999,02-323-6934
41,을지로3가,서울특별시 중구 을지로 103-1,37.5663903,126.9894196,02-2275-9890
40,회현,서울특별시 중구 소공로 35   남산롯데캐슬아이리스,37.5582142,126.9820784,02-3789-6467
39,연신내,서울특별시 은평구 연서로 215-1,37.6178665,126.9194706,02-352-1500
38,홍제,서울특별시 서대문구 통일로 432-1 1층,37.5877725,126.945709,02-736-6535
37,미아사거리역,서울특별시 강북구 도봉로 41-1,37.6126281,127.0297169,02-988-1641
36,신촌로데오,서울특별시 서대문구 연세로 23,37.5577123,126.9366662,02-322-9431
35,순화동라마다,서울특별시 중구 칠패로 27 순화동 the# 주상복합,37.560174,126.9720786,02-776-4518
34,을지로입구,서울특별시 중구 남대문로 112,37.5671381,126.9830014,02-730-8777
33,가재울,서울특별시 서대문구 수색로 100  DMC래미안 e편한세상,37.5743004,126.9121504,02-303-1133
32,종로5가,서울특별시 종로구 종로 213-1,37.571178,127.0015468,02-766-7537
31,성신여대,서울특별시 성북구 보문로 34길 78,37.5911421,127.0195797,02-923-4010
30,합정역메세나폴리스,서울특별시 마포구 양화로 45 메세나폴리스,37.5499443,126.9137027,02-384-9890
29,한성대,서울특별시 성북구 동소문로 10,37.588696,127.0073207,02-744-4949
28,노원,서울특별시 노원구 노해로 502,37.6543814,127.0636656,02-936-0501
27,광화문,서울특별시 종로구 새문안로 3길 19,37.5719759,126.972513,02-723-7222
26,이대,서울특별시 서대문구 이화여대7길 30,37.5587907,126.9438878,02-364-8870
25,대학로,서울특별시 종로구 동숭길 101 현대엘리베이터,37.5824204,127.0040143,02-764-5656
24,경복궁,서울특별시 종로구 사직로 115,37.5763117,126.9714855,02-725-5926
23,연희,서울특별시 서대문구 연희로 93 연희오피스텔,37.5664364,126.930321,02-333-0388
22,남영역,서울특별시 용산구 한강대로 271,37.5423794,126.9723909,02-706-5007
21,구파발역,서울특별시 은평구 진관2로 29-21  드림스퀘어,37.6361626,126.9198605,02-3157-3167
20,상암,서울특별시 마포구 월드컵북로 361 DMC 이안상암2단지,37.5770922,126.8913759,02-533-9464
19,경희대,서울특별시 동대문구 회기동 16-70,37.5921156,127.0521716,02-957-1589
18,공릉,서울특별시 노원구 공릉로 207,37.6278759,127.0776382,02-977-0045
17,연세대,서울특별시 서대문구 연세로 50-1  연세공학원,37.565784,126.938572,02-312-8725
16,종암,서울 성북구 종암로 110,37.5999697,127.0343534,02-909-0501
15,충정로,서울특별시 서대문구 충정로 23 풍산빌딩 지하 2층,37.5610883,126.9629895,02-393-8609
14,세종대,서울특별시 광진구 광나루로 390,37.5473212,127.0729281,02-465-3285
13,망원역,서울특별시 마포구 월드컵로 87  마포로얄프라자,37.5564779,126.9092106,02-338-9933
12,시청,서울특별시 중구 세종대로 68 천일빌딩,37.5622276,126.9766583,02-777-9200
11,안국,서울특별시 종로구 우정국로 69 동일빌딩,37.5751588,126.9824486,02-735-9000
10,서울역동자,서울특별시 용산구 후암로 107 게이트웨이타워,37.5534569,126.973546,02-777-8552
9,마포,서울특별시 마포구 마포대로 53  마포트라팰리스,37.5413911,126.9470437,02-715-0080
8,숙명여대,서울특별시 용산구 청파로47길 42,37.5447951,126.968156,02-702-2454
7,신촌,서울특별시 서대문구 신촌로 121 아남오피스텔,37.5563386,126.93925,02-3147-1248
6,외대,서울특별시 동대문구 이문로 116,37.5969439,127.0607983,070-4137-7702
5,홍대,서울특별시 마포구 홍익로 10,37.553716,126.9236241,02-324-6688
4,종로,서울특별시 종로구 종로 77  통일빌딩,37.5701735,126.985657,02-737-0034
3,한양대,서울특별시 성동구 마조로11,37.5589075,127.0406436,02-2299-3555
2,성대,서울특별시 종로구 창경궁로 234 동화빌딩,37.5825054,126.998606,02-741-0677
